L	108.3440385	-9.950343281	959329671																					
L	201.9670852	-13.23089204	959329676																					
L	96.62286111	-10.57651696	959329681																					
L	124.6813384	-5.44094157	959329686																					
L	106.8122474	-11.22068647	959329691																					
L	16.77821363	-8.915803229	959329696																					
L	94.3560156	-2.881374626	959329705																					
L	89.15843847	-2.722654838	959329710																					
L	79.56291146	-2.429633689	959329715																					
L	73.36580027	-2.240390864	959329720																					
L	99.68518545	-4.785791667	959329730																					
L	66.94839778	-2.629074836	959329740																					
L	25.11741162	-11.44008887	959329764																					
L	51.56473512	-13.08885375	959329774																					
L	46.25602054	-12.82109838	959329784																					
L	42.88839534	-10.68763515	959329793																					
L	32.67138908	-10.76755939	959329803																					
L	18.29829906	-9.018439525	959329813																					
L	14.87064932	-8.237948093	959329823																					
L	122.9001951	-8.58964785	959329830																					
L	33.2887002	-10.8102932	959329835																					
L	62.14085938	-2.711751327	959329840																					
L	56.78331752	-4.965365226	959329845																					
L	27.50289188	-9.197333227	959329850																					
L	56.78649684	-1.238457406	959329857																					
L	19.65710475	-8.953113027	959329862																					
L	21.43897334	-10.33491278	959329867																					
L	15.18869866	-8.071148187	959329872																					
L	12.48470031	-2.82351875	959329877																					
L	41.7996025	-0.182293867	959329881																					
L	4.933611769	2.195330251	959329886																					
L	47.35564236	-10.92717423	959329891																					
L	69.040963	-11.54752909	959329896																					
L	108.3440385	-9.950343281	959330181																					
L	201.9670852	-13.23089204	959330188																					
L	96.42404864	-10.55475458	959330193																					
L	124.6813384	-5.44094157	959330198																					
L	106.8122474	-11.22068647	959330205																					
L	111.1091824	-15.60735715	959330212																					
L	16.77821363	-8.915803229	959330217																					
L	94.3560156	-2.881374626	959330222																					
L	89.15843847	-2.722654838	959330227																					
L	79.56291146	-2.429633689	959330232																					
L	73.36580027	-2.240390864	959330237																					
L	99.68518545	-4.785791667	959330242																					
L	66.94839778	-2.629074836	959330247																					
L	25.11741162	-11.44008887	959330254																					
L	51.56473512	-13.08885375	959330259																					
L	46.25602054	-12.82109838	959330264																					
L	42.88839534	-10.68763515	959330269																					
L	32.67138908	-10.76755939	959330273																					
L	18.29829906	-9.018439525	959330278																					
L	14.6957005	-8.141031057	959330283																					
L	122.9001951	-8.58964785	959330288																					
L	33.2887002	-10.8102932	959330293																					
L	62.14085938	-2.711751327	959330298																					
L	56.78331752	-4.965365226	959330305																					
L	27.50289188	-9.197333227	959330310																					
L	56.78649684	-1.238457406	959330315																					
L	19.65710475	-8.953113027	959330320																					
L	21.43897334	-10.33491278	959330330																					
L	15.18869866	-8.071148187	959330339																					
L	12.48470031	-2.82351875	959330364																					
L	41.7996025	-0.182293867	959330374																					
L	4.933611769	2.195330251	959330384																					
L	47.35564236	-10.92717423	959330418																					
L	69.040963	-11.54752909	959330428																					
L	108.3440385	-9.950343281	959330668																					
L	201.9670852	-13.23089204	959330673																					
L	96.22523617	-10.5329922	959330678																					
L	124.6813384	-5.44094157	959330683																					
L	106.7622972	-11.68639837	959330688																					
L	111.1091824	-15.60735715	959330693																					
L	16.77821363	-8.915803229	959330698																					
L	94.3560156	-2.881374626	959330705																					
L	89.15843847	-2.722654838	959330710																					
L	79.56291146	-2.429633689	959330715																					
L	73.36580027	-2.240390864	959330719																					
L	99.68518545	-4.785791667	959330729																					
L	66.94839778	-2.629074836	959330739																					
L	25.11741162	-11.44008887	959330763																					
L	51.56473512	-13.08885375	959330773																					
L	46.25602054	-12.82109838	959330783																					
L	42.88839534	-10.68763515	959330817																					
L	32.67138908	-10.76755939	959330827																					
L	18.29829906	-9.018439525	959330837																					
L	14.6957005	-8.141031057	959330847																					
L	122.9001951	-8.58964785	959330854																					
L	33.2887002	-10.8102932	959330859																					
L	62.14085938	-2.711751327	959330864																					
L	56.78331752	-4.965365226	959330869																					
L	27.50289188	-9.197333227	959330873																					
L	56.78649684	-1.238457406	959330878																					
L	19.65710475	-8.953113027	959330883																					
L	21.43897334	-10.33491278	959330888																					
L	15.18869866	-8.071148187	959330893																					
L	41.7996025	-0.182293867	959330898																					
L	4.923990804	2.216825335	959330905																					
L	47.35564236	-10.92717423	959330910																					
L	69.040963	-11.54752909	959330915																					
L	47.1780078	-1.440687313	959331195																					
L	201.9670852	-13.23089204	959331205																					
L	96.0264237	-10.51122982	959331214																					
L	124.6813384	-5.44094157	959331222																					
L	106.7622972	-11.68639837	959331227																					
L	111.1091824	-15.60735715	959331231																					
